,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE
5477,Anna Nagar,1785,1,1,4,1,Others,NoSeWa,Gravel,RL,14956820,6
5478,Chrompet,935,1,1,3,1,Others,NoSeWa,Gravel,RL,9717300,17
5479,KK Nagar,2409,4,2,6,0,House,NoSeWa,Gravel,RL,11834440,12
5480,Velachery,1760,2,1,4,1,House,ELO,Paved,RL,9929000,55
5481,T Nagar,1920,2,1,5,1,House,NoSeWa,Paved,RM,14047140,42
5482,Karapakkam,1352,2,2,4,0,House,NoSeWa,No Access,RM,7180750,45
5483,Chrompet,708,1,1,2,1,Others,AllPub,Gravel,RM,9522210,22
5484,Velachery,1798,2,1,4,0,Others,AllPub,No Access,A,7730470,21
5485,Chrompet,901,1,1,3,0,Others,NoSeWa,Paved,RM,9000320,33
5486,Chrompet,1270,2,1,4,1,Commercial,NoSeWa,No Access,RH,13399250,35
5487,Chrompet,802,1,1,3,1,House,ELO,No Access,RH,7320850,7
5488,Chrompet,1094,1,1,3,0,Commercial,AllPub,Paved,RH,12035150,29
5489,Karapakkam,666,1,1,2,0,Others,ELO,Gravel,A,4505500,9
5490,Velachery,1655,2,1,4,1,House,ELO,Paved,I,8487410,43
5491,KK Nagar,1622,2,1,4,0,Commercial,NoSeWa,Paved,RH,12763700,25
5492,KK Nagar,2364,4,2,6,0,Commercial,AllPub,Paved,RM,18543840,22
5493,Karapakkam,1442,2,2,4,1,Others,AllPub,Paved,RL,8965750,47
5494,KK Nagar,1614,2,1,4,0,Commercial,NoSeWa,Gravel,RH,13378620,11
5495,Velachery,1567,2,1,4,0,Commercial,ELO,Gravel,RH,13199950,35
5496,Karapakkam,677,1,1,2,1,Commercial,NoSeWa,No Access,C,5633250,47
5497,KK Nagar,2333,4,2,6,1,Others,NoSeWa,Gravel,RM,14416660,20
5498,Karapakkam,1270,1,1,3,1,Commercial,AllPub,No Access,C,9422000,12
5499,Chrompet,1022,1,1,3,0,Others,ELO,Paved,RM,9089140,32
5500,Chrompet,1000,1,1,3,1,House,AllPub,Gravel,RL,9681250,7
5501,KK Nagar,1429,2,1,4,0,Others,NoSeWa,Gravel,RH,8876760,19
5502,T Nagar,1515,1,1,4,1,Commercial,AllPub,Gravel,RM,20003050,10
5503,Adyar,888,1,1,3,1,Commercial,ELO,No Access,RM,12334440,16
5504,Karapakkam,712,1,1,2,0,Commercial,AllPub,Paved,RL,7558000,20
5505,T Nagar,1685,1,1,4,1,Commercial,NoSeWa,Paved,RL,19839060,43
5506,KK Nagar,1483,2,1,4,0,Commercial,AllPub,Gravel,RL,13570940,7
5507,Adyar,990,1,1,3,0,Commercial,NoSeWa,Paved,C,10341610,34
5508,Karapakkam,1157,1,1,3,0,Commercial,ELO,No Access,A,7007250,10
5509,Karapakkam,1350,2,2,4,0,Commercial,ELO,Paved,I,9967750,5
5510,KK Nagar,1702,2,1,4,0,Commercial,NoSeWa,Paved,RM,14721720,26
5511,T Nagar,1779,1,1,4,1,Others,NoSeWa,Paved,RL,14052490,36
5512,Karapakkam,1356,2,2,4,1,Others,AllPub,Paved,I,8177250,33
5513,Chrompet,713,1,1,2,0,Commercial,NoSeWa,Paved,RH,9213250,23
5514,Adyar,969,1,1,3,1,Others,NoSeWa,Gravel,RM,10820520,28
5515,KK Nagar,1324,1,1,3,1,House,AllPub,Gravel,RH,9187560,18
5516,Chrompet,1156,1,1,3,0,Commercial,NoSeWa,Gravel,RM,14124700,22
5517,Karapakkam,1327,1,1,3,1,Commercial,NoSeWa,Gravel,A,9886000,20
5518,Karapakkam,1117,1,1,3,0,Commercial,ELO,Paved,RM,9500250,43
5519,Chrompet,1284,2,1,4,0,Commercial,NoSeWa,Gravel,RL,14704500,10
5520,Anna Nagar,1983,2,1,5,1,House,NoSeWa,Gravel,RM,15237150,35
5521,Chrompet,1264,2,1,4,0,House,NoSeWa,Paved,RL,8987800,24
5522,Velachery,1649,2,1,4,1,Commercial,NoSeWa,Gravel,A,12990820,26
5523,Chrompet,1245,2,1,4,1,House,NoSeWa,Paved,RM,11062000,4
5524,KK Nagar,1422,2,1,4,1,Commercial,NoSeWa,Paved,RL,13472800,30
5525,Adyar,634,1,1,2,0,Commercial,ELO,Paved,RL,8762095,33
5526,KK Nagar,2052,3,2,5,0,Others,NoSeWa,Paved,RH,10357920,24
5527,Chrompet,984,1,1,3,0,Others,AllPub,Gravel,RL,8614330,39
5528,Anna Nagar,1808,2,1,5,1,Others,ELO,No Access,RL,13475870,34
5529,Chrompet,1266,2,1,4,0,House,AllPub,Paved,RH,9080550,5
5530,T Nagar,1910,2,1,5,1,Commercial,NoSeWa,Paved,RL,21530880,39
5531,Velachery,1527,2,1,4,1,Others,ELO,Gravel,C,8920800,25
5532,Adyar,1124,1,1,3,0,House,AllPub,Gravel,C,7870685,19
5533,Velachery,1654,2,1,4,1,Others,NoSeWa,Paved,I,10246160,13
5534,Velachery,1722,2,1,4,1,Commercial,NoSeWa,Paved,A,13217550,25
5535,Chrompet,833,1,1,3,1,Commercial,ELO,No Access,RM,11265800,36
5536,Karapakkam,529,1,1,2,1,Others,ELO,Gravel,A,4168625,41
5537,Karapakkam,1640,2,2,4,0,Commercial,ELO,Gravel,C,11001750,21
5538,Adyar,1271,2,2,4,0,Others,NoSeWa,Gravel,C,9226180,12
5539,Velachery,1628,2,1,4,0,House,AllPub,No Access,C,7195550,25
5540,T Nagar,1553,1,1,4,1,Commercial,AllPub,Paved,RH,18365420,16
5541,Karapakkam,633,1,1,2,0,Commercial,NoSeWa,No Access,RH,5648000,48
5542,Chrompet,796,1,1,2,1,Others,AllPub,Paved,RL,8992520,16
5543,Velachery,1794,2,1,4,0,Others,ELO,Gravel,RH,10485480,29
5544,Velachery,1726,2,1,4,1,House,ELO,No Access,C,8001610,18
5545,Velachery,1644,2,1,4,1,House,AllPub,No Access,RM,10138550,30
5546,KK Nagar,2471,4,2,6,0,House,AllPub,Gravel,RL,12529240,22
5547,Karapakkam,1122,1,1,3,1,Others,ELO,Paved,RM,8904750,16
5548,Anna Nagar,1906,2,1,5,1,Others,NoSeWa,Gravel,RH,14737720,17
5549,KK Nagar,1420,2,1,4,0,Commercial,AllPub,Gravel,RM,13798400,20
5550,Velachery,1755,2,1,4,1,Commercial,AllPub,Gravel,A,14615700,15
5551,Velachery,1686,2,1,4,0,Commercial,NoSeWa,No Access,RL,13495120,26
5552,KK Nagar,2053,3,2,5,0,Others,AllPub,Paved,RM,12034000,17
5553,Anna Nagar,1772,1,1,4,0,Commercial,ELO,Paved,RM,20334690,27
5554,Chrompet,918,1,1,3,0,Commercial,AllPub,Paved,RH,10781300,10
5555,Chrompet,861,1,1,3,1,House,AllPub,Gravel,RL,9512550,5
5556,Karapakkam,1091,1,1,3,0,Commercial,NoSeWa,Gravel,I,8994500,34
5557,Chrompet,1093,1,1,3,1,House,ELO,Gravel,RL,9354900,34
5558,Velachery,1860,3,2,5,1,Commercial,NoSeWa,Gravel,A,14830590,7
5559,Velachery,1908,3,2,5,0,Others,NoSeWa,Gravel,RH,10195310,53
5560,Velachery,1555,2,1,4,0,Commercial,AllPub,No Access,RL,13027020,26
5561,Chrompet,1139,1,1,3,0,Others,ELO,Paved,RH,8602280,15
5562,Adyar,982,1,1,3,1,House,NoSeWa,No Access,C,6515045,23
5563,Chrompet,875,1,1,3,1,House,AllPub,Gravel,RM,9749000,24
5564,Karapakkam,1631,2,2,4,1,House,ELO,Gravel,RH,9009500,28
5565,Velachery,1615,2,1,4,1,Others,ELO,Gravel,RH,10873880,9
5566,Chrompet,942,1,1,3,0,House,ELO,No Access,RM,8017350,5
5567,Karapakkam,1537,2,2,4,0,House,NoSeWa,Gravel,RL,8474250,49
5568,Adyar,961,1,1,3,0,Commercial,NoSeWa,Gravel,RL,12505440,36
5569,Velachery,1901,3,2,5,1,House,ELO,Paved,A,8567050,10
5570,Karapakkam,641,1,1,2,0,House,AllPub,No Access,I,4256250,5
5571,Velachery,1538,2,1,4,0,Commercial,NoSeWa,No Access,C,11133440,22
5572,Chrompet,1188,1,1,3,1,House,ELO,No Access,RM,9884750,5
5573,Chrompet,1068,1,1,3,0,Commercial,ELO,No Access,RM,12443800,12
5574,Chrompet,1034,1,1,3,1,House,AllPub,Paved,RH,8445450,35
5575,Adyar,619,1,1,2,1,Others,ELO,No Access,RL,7387625,35
5576,T Nagar,1762,1,1,4,0,Commercial,AllPub,No Access,RL,19848170,6
5577,Chrompet,1100,1,1,3,1,House,NoSeWa,No Access,RH,8224000,8
5578,Velachery,1860,3,2,5,1,Commercial,NoSeWa,No Access,C,13473750,55
5579,Adyar,753,1,1,2,1,Others,NoSeWa,Gravel,I,8728635,9
5580,Anna Nagar,1636,1,1,4,1,House,NoSeWa,Gravel,RH,11781050,39
5581,KK Nagar,2074,3,2,5,1,House,NoSeWa,Gravel,RL,11739740,27
5582,T Nagar,1533,1,1,4,0,Others,NoSeWa,No Access,RM,12613410,21
5583,Velachery,1530,2,1,4,0,Commercial,NoSeWa,Paved,I,12656590,22
5584,Chrompet,825,1,1,3,1,Commercial,NoSeWa,Gravel,RL,11585000,32
5585,Velachery,1794,2,1,4,0,House,ELO,Paved,I,8474920,11
5586,Karapakkam,1267,1,1,3,1,Commercial,NoSeWa,No Access,C,8965500,18
5587,KK Nagar,1891,3,2,5,1,Commercial,AllPub,Gravel,RH,16077100,25
5588,Anna Nagar,1896,2,1,5,1,Commercial,ELO,Gravel,RH,21750600,5
5589,Chrompet,1223,2,1,4,0,Others,AllPub,No Access,RM,9818010,22
5590,KK Nagar,1724,2,1,4,1,Commercial,NoSeWa,Gravel,RM,16196760,18
5591,Adyar,1072,1,1,3,1,Commercial,ELO,No Access,C,11547935,9
5592,Adyar,634,1,1,2,0,House,NoSeWa,No Access,RL,6690720,28
5593,Velachery,1767,2,1,4,1,House,NoSeWa,Gravel,RH,9755310,48
5594,Chrompet,1273,2,1,4,0,Others,NoSeWa,Paved,RM,9991510,38
5595,Karapakkam,1275,1,1,3,1,Others,NoSeWa,Paved,C,6909125,18
5596,Karapakkam,1047,1,1,3,1,Commercial,NoSeWa,No Access,A,7065000,32
5597,Anna Nagar,1597,1,1,4,1,House,ELO,Paved,RM,12514070,21
5598,Karapakkam,1586,2,2,4,1,Others,NoSeWa,Gravel,RH,9779750,24
5599,KK Nagar,2327,4,2,6,1,Commercial,NoSeWa,Gravel,RH,18610560,18
5600,KK Nagar,2008,3,2,5,0,Commercial,AllPub,Gravel,RH,16478960,8
5601,KK Nagar,1303,1,1,3,1,Others,NoSeWa,Gravel,RH,9356020,18
5602,Adyar,846,1,1,3,0,Others,ELO,No Access,C,5576560,24
5603,Karapakkam,1428,2,2,4,1,Commercial,AllPub,No Access,C,10214750,33
5604,Chrompet,877,1,1,3,0,Commercial,ELO,Paved,RL,11046700,6
5605,Velachery,1751,2,1,4,1,House,ELO,Paved,RM,10753720,36
5606,Anna Nagar,1738,1,1,4,1,Commercial,NoSeWa,Paved,RH,19240920,36
5607,Adyar,985,1,1,3,1,House,ELO,Paved,RM,9715800,20
5608,Adyar,766,1,1,2,1,House,NoSeWa,Gravel,I,7638500,20
5609,Karapakkam,1196,1,1,3,1,Others,ELO,Gravel,RH,7955250,49
5610,Chrompet,1128,1,1,3,1,Others,NoSeWa,Gravel,RL,10897710,9
5611,Chrompet,1092,1,1,3,0,Others,ELO,No Access,RL,7877290,31
5612,KK Nagar,1973,3,2,5,1,Others,NoSeWa,Gravel,RM,12781400,17
5613,KK Nagar,2447,4,2,6,1,Others,NoSeWa,Paved,RL,13572840,25
5614,Velachery,1736,2,1,4,0,Others,NoSeWa,No Access,RL,9053300,45
5615,Velachery,1559,2,1,4,1,Commercial,AllPub,Paved,C,12999460,48
5616,Anna Nagar,1708,1,1,4,1,House,NoSeWa,Paved,RH,12590750,15
5617,Karapakkam,517,1,1,2,0,Commercial,NoSeWa,Paved,RM,6830000,40
5618,Karapakkam,1403,2,2,4,0,Commercial,NoSeWa,Gravel,RL,11971000,12
5619,Karapakkam,1085,1,1,3,1,Commercial,ELO,Paved,RH,9832750,17
5620,Karapakkam,510,1,1,2,0,Others,NoSeWa,Paved,RM,6249500,23
5621,Chrompet,1291,2,1,4,0,Others,NoSeWa,Paved,RL,9302420,37
5622,Velachery,1961,3,2,5,1,Commercial,NoSeWa,Gravel,I,15931810,53
5623,Adyar,766,1,1,2,0,Commercial,AllPub,Paved,RL,10605950,10
5624,Adyar,1169,1,1,3,1,Commercial,NoSeWa,Gravel,RL,15089800,40
5625,Karapakkam,1401,2,2,4,1,House,NoSeWa,Gravel,RH,8802250,9
5626,Chrompet,946,1,1,3,0,Commercial,NoSeWa,Paved,RL,11659850,7
5627,Adyar,829,1,1,3,1,Others,ELO,No Access,RL,8713470,38
5628,KK Nagar,2276,4,2,6,0,Commercial,NoSeWa,Paved,RL,17426900,15
5629,T Nagar,1861,2,1,5,0,Others,ELO,Paved,RM,14480160,14
5630,Velachery,1616,2,1,4,1,House,ELO,Paved,RH,8860120,51
5631,Karapakkam,1505,2,2,4,0,House,NoSeWa,No Access,RM,8461750,15
5632,Karapakkam,1072,1,1,3,1,House,ELO,No Access,RL,6677000,40
5633,Karapakkam,1253,1,1,3,0,Others,AllPub,Gravel,RM,8967625,15
5634,Velachery,1859,3,2,5,0,House,NoSeWa,Gravel,RM,11347040,22
5635,Velachery,1805,3,2,5,0,Commercial,NoSeWa,No Access,RH,13461540,42
5636,Chrompet,1274,2,1,4,0,Others,AllPub,Gravel,RM,11289880,6
5637,T Nagar,1709,1,1,4,0,Commercial,AllPub,Paved,RM,19959060,18
5638,Anna Nagar,1909,2,1,5,0,House,NoSeWa,Paved,RM,13381530,9
5639,Velachery,1591,2,1,4,0,Commercial,ELO,Gravel,RL,13522410,38
5640,Velachery,1674,2,1,4,1,Commercial,NoSeWa,Paved,I,14376860,18
5641,Anna Nagar,1730,1,1,4,0,Others,ELO,Gravel,RM,13937920,16
5642,Karapakkam,838,1,1,2,1,Others,NoSeWa,Gravel,A,5448750,22
5643,Velachery,1718,2,1,4,1,Commercial,NoSeWa,Gravel,RL,16246070,11
5644,Velachery,1863,3,2,5,1,Others,ELO,Paved,RL,11077460,48
5645,Chrompet,746,1,1,2,1,House,NoSeWa,Paved,RM,8834250,19
5646,Chrompet,940,1,1,3,0,House,NoSeWa,Gravel,RM,9446200,16
5647,T Nagar,1569,1,1,4,0,Others,AllPub,Gravel,RH,12196510,12
5648,KK Nagar,2219,3,2,5,1,House,NoSeWa,Gravel,RL,12382360,8
5649,Karapakkam,843,1,1,2,0,Others,NoSeWa,Gravel,A,5016625,12
5650,T Nagar,1779,1,1,4,0,Others,ELO,No Access,RM,13081220,20
5651,Karapakkam,543,1,1,2,0,Commercial,AllPub,No Access,A,4521500,10
5652,KK Nagar,2215,3,2,5,0,Commercial,AllPub,Gravel,RL,17812120,6
5653,Karapakkam,551,1,1,2,1,Commercial,AllPub,Paved,A,5162250,39
5654,Karapakkam,692,1,1,2,1,House,NoSeWa,Paved,C,4485750,33
5655,KK Nagar,2432,4,2,6,1,Others,AllPub,Gravel,RH,13849520,24
5656,Chrompet,892,1,1,3,0,Commercial,NoSeWa,Gravel,RH,10753200,32
5657,KK Nagar,1734,2,1,4,1,Commercial,NoSeWa,Paved,RM,15722880,24
5658,Adyar,944,1,1,3,0,Others,AllPub,No Access,I,7028960,24
5659,Velachery,1924,3,2,5,1,House,NoSeWa,Paved,RL,11095900,25
5660,Anna Nagar,1688,1,1,4,0,House,NoSeWa,Paved,RH,10560230,39
5661,KK Nagar,1721,2,1,4,0,Others,AllPub,Gravel,RL,10728800,9
5662,Chrompet,745,1,1,2,1,Commercial,NoSeWa,Gravel,RH,10609450,39
5663,Karapakkam,1590,2,2,4,1,Commercial,AllPub,Paved,C,11415250,31
5664,KK Nagar,1719,2,1,4,1,Commercial,NoSeWa,Paved,RM,15598600,10
5665,Chrompet,838,1,1,3,1,House,NoSeWa,Paved,RH,7812900,6
5666,KK Nagar,1941,3,2,5,0,Others,NoSeWa,Gravel,RM,12045160,7
5667,Chrompet,1215,2,1,4,0,Others,AllPub,Paved,RM,10569900,9
5668,Karapakkam,926,1,1,3,1,House,NoSeWa,Paved,A,5561250,15
5669,Anna Nagar,1609,1,1,4,0,Others,AllPub,No Access,RH,11671660,7
5670,Chrompet,1226,2,1,4,1,Others,ELO,Paved,RH,10133720,10
5671,KK Nagar,1478,2,1,4,0,House,NoSeWa,Gravel,RM,10119880,24
5672,Chrompet,1041,1,1,3,1,Commercial,AllPub,Paved,RM,13933850,7
5673,Karapakkam,1420,2,2,4,0,Others,AllPub,Gravel,RH,8222000,50
5674,Anna Nagar,1933,2,1,5,0,Commercial,AllPub,Gravel,RM,22593290,27
5675,Chrompet,1093,1,1,3,0,Others,NoSeWa,Paved,RM,9652510,18
5676,Velachery,1683,2,1,4,0,Others,ELO,Paved,I,8581000,30
5677,Adyar,1165,1,1,3,1,House,ELO,Paved,A,7605945,23
5678,Chrompet,1083,1,1,3,0,Commercial,NoSeWa,Paved,RM,13129250,39
5679,KK Nagar,2004,3,2,5,0,House,AllPub,Paved,RL,10047540,17
5680,Chrompet,1102,1,1,3,1,House,ELO,Paved,RL,8911850,31
5681,Velachery,1565,2,1,4,1,Commercial,AllPub,Gravel,I,13874910,38
5682,T Nagar,1938,2,1,5,0,House,NoSeWa,No Access,RL,12798530,19
5683,Velachery,1615,2,1,4,0,House,ELO,Gravel,RH,9003860,8
5684,Karapakkam,746,1,1,2,1,Commercial,AllPub,Paved,RM,9029500,38
5685,Chrompet,824,1,1,3,1,Commercial,NoSeWa,No Access,RL,11570100,6
5686,KK Nagar,2432,4,2,6,1,Others,NoSeWa,Gravel,RL,13902360,16
5687,Karapakkam,645,1,1,2,0,Commercial,NoSeWa,Gravel,RL,7575500,34
5688,Velachery,1850,3,2,5,1,Others,NoSeWa,No Access,C,9150230,19
5689,KK Nagar,1985,3,2,5,0,House,NoSeWa,Gravel,RH,9893420,21
5690,Karapakkam,1031,1,1,3,1,House,ELO,Gravel,I,7121000,14
5691,Velachery,1604,2,1,4,0,House,NoSeWa,Paved,A,6334300,30
5692,Adyar,640,1,1,2,1,Commercial,ELO,No Access,I,8739135,29
5693,Anna Nagar,1666,1,1,4,1,Others,ELO,No Access,RL,13390780,20
5694,Karapakkam,770,1,1,2,1,Commercial,NoSeWa,Paved,C,6386750,49
5695,T Nagar,1815,2,1,5,1,Commercial,NoSeWa,Paved,RL,21165570,11
5696,KK Nagar,2203,3,2,5,1,Commercial,AllPub,Paved,RL,18055240,22
5697,Karapakkam,1194,1,1,3,0,House,NoSeWa,Gravel,RH,6501500,34
5698,Velachery,1832,3,2,5,0,Others,AllPub,Gravel,RM,12583340,12
5699,Karapakkam,639,1,1,2,0,Commercial,NoSeWa,Gravel,RH,7112250,27
5700,Anna Nagar,1638,1,1,4,0,House,NoSeWa,No Access,RL,10983530,19
5701,Velachery,1800,2,1,4,0,Commercial,ELO,Gravel,RM,15728210,28
5702,Karapakkam,909,1,1,3,1,Commercial,AllPub,Paved,RM,10578000,16
5703,Karapakkam,1184,1,1,3,1,House,AllPub,Gravel,RL,8425000,36
5704,Velachery,1803,3,2,5,1,House,NoSeWa,Gravel,RL,11541320,31
5705,Chrompet,713,1,1,2,0,House,NoSeWa,Gravel,RM,7865000,24
5706,Velachery,1624,2,1,4,1,House,AllPub,No Access,A,7269300,20
5707,Adyar,1077,1,1,3,1,Others,AllPub,Gravel,I,9801720,28
5708,KK Nagar,1729,2,1,4,0,House,NoSeWa,Gravel,RH,8896740,27
5709,Chrompet,1065,1,1,3,0,Commercial,NoSeWa,Gravel,RH,12311250,11
5710,Anna Nagar,1671,1,1,4,1,House,NoSeWa,No Access,RL,12256520,26
5711,Karapakkam,510,1,1,2,1,Others,NoSeWa,Paved,RM,6583500,43
5712,Adyar,1181,1,1,3,0,House,AllPub,No Access,RH,8557760,24
5713,Chrompet,758,1,1,2,0,Commercial,NoSeWa,Paved,RH,9440800,16
5714,KK Nagar,2156,3,2,5,1,Others,NoSeWa,Paved,RL,12558620,15
5715,KK Nagar,2004,3,2,5,1,House,NoSeWa,Paved,RM,12074700,25
5716,Chrompet,1067,1,1,3,1,House,ELO,Paved,RH,8299100,26
5717,Chrompet,1085,1,1,3,0,House,AllPub,Paved,RL,8434850,23
5718,Adyar,1064,1,1,3,0,Commercial,NoSeWa,Gravel,RM,14038465,11
5719,Chrompet,739,1,1,2,0,Commercial,AllPub,No Access,RM,9729650,23
5720,Anna Nagar,1829,2,1,5,1,House,NoSeWa,Paved,RH,12627130,29
5721,T Nagar,1637,1,1,4,1,House,NoSeWa,No Access,RM,11905180,44
5722,Adyar,763,1,1,2,0,Others,NoSeWa,Gravel,RL,8182525,35
5723,Adyar,1138,1,1,3,0,House,NoSeWa,Paved,I,7704145,23
5724,Anna Nagar,1724,1,1,4,1,House,NoSeWa,Gravel,RL,12952940,22
5725,Chrompet,1017,1,1,3,1,Others,NoSeWa,No Access,RL,9255790,14
5726,Karapakkam,732,1,1,2,0,Others,ELO,Paved,C,3974000,50
5727,Velachery,1926,3,2,5,0,Others,ELO,Paved,I,9477620,41
5728,Chrompet,958,1,1,3,0,Others,NoSeWa,Gravel,RL,9318660,24
5729,Velachery,1938,3,2,5,0,Others,AllPub,No Access,C,8328830,44
5730,Karapakkam,1362,2,2,4,0,Others,ELO,Paved,RM,8358250,38
5731,Velachery,1627,2,1,4,0,Others,AllPub,No Access,I,8748900,15
5732,Karapakkam,737,1,1,2,0,House,NoSeWa,Gravel,RL,6030000,34
5733,Chrompet,726,1,1,2,0,Commercial,AllPub,Gravel,RM,11227800,20
5734,KK Nagar,2189,3,2,5,1,House,NoSeWa,Paved,RH,11132540,17
5735,Adyar,890,1,1,3,1,Commercial,NoSeWa,No Access,RH,11045865,31
5736,Chrompet,810,1,1,3,0,House,NoSeWa,No Access,RM,7561350,9
5737,Karapakkam,1592,2,2,4,1,House,NoSeWa,No Access,A,6433250,7
5738,Adyar,1245,2,2,4,0,Others,ELO,Paved,A,8352235,9
5739,KK Nagar,1479,2,1,4,0,Commercial,NoSeWa,Gravel,RL,13025840,22
5740,Chrompet,1259,2,1,4,1,Others,NoSeWa,Gravel,RM,12017530,34
5741,KK Nagar,2042,3,2,5,1,Others,AllPub,Paved,RL,12386540,15
5742,Karapakkam,663,1,1,2,1,Commercial,AllPub,Gravel,RM,9938250,27
5743,KK Nagar,2439,4,2,6,1,Others,AllPub,Paved,RL,13774720,7
5744,T Nagar,1888,2,1,5,1,Others,ELO,No Access,RM,14042030,42
5745,Karapakkam,1655,2,2,4,1,Commercial,AllPub,No Access,I,11697500,26
5746,Adyar,1197,1,1,3,1,Others,NoSeWa,No Access,A,8116035,29
5747,Adyar,966,1,1,3,1,Commercial,NoSeWa,No Access,RL,12584475,5
5748,Karapakkam,807,1,1,2,0,Others,NoSeWa,No Access,C,3953125,32
5749,Chrompet,862,1,1,3,1,Commercial,NoSeWa,Paved,RL,11637200,16
5750,Velachery,1625,2,1,4,0,Commercial,AllPub,No Access,RL,14013210,13
5751,Chrompet,1143,1,1,3,0,Commercial,AllPub,Paved,RH,12525300,22
5752,Chrompet,967,1,1,3,1,Commercial,ELO,Gravel,RM,14064400,12
5753,Chrompet,1168,1,1,3,1,Commercial,ELO,Paved,RH,13063900,38
5754,Velachery,1744,2,1,4,0,Commercial,NoSeWa,No Access,RM,15120240,7
5755,Velachery,1966,3,2,5,0,Others,AllPub,Gravel,RH,11354230,14
5756,Velachery,1722,2,1,4,1,Others,NoSeWa,No Access,RL,10728940,17
5757,Velachery,1541,2,1,4,1,Others,AllPub,Paved,A,7851840,52
5758,KK Nagar,1409,2,1,4,0,House,NoSeWa,Paved,RL,8545660,23
5759,KK Nagar,1936,3,2,5,1,Commercial,AllPub,Paved,RL,16549820,11
5760,KK Nagar,2474,4,2,6,0,Others,NoSeWa,Gravel,RL,12913500,11
5761,Chrompet,1217,2,1,4,0,House,NoSeWa,Paved,RL,8829350,37
5762,Chrompet,1057,1,1,3,1,Commercial,NoSeWa,Gravel,RL,13875150,29
5763,Chrompet,955,1,1,3,0,Commercial,ELO,Gravel,RM,12610500,22
5764,T Nagar,1608,1,1,4,1,Commercial,NoSeWa,No Access,RM,19359180,39
5765,Chrompet,1010,1,1,3,0,House,AllPub,No Access,RL,7368100,38
5766,Chrompet,1170,1,1,3,0,Commercial,NoSeWa,Gravel,RM,14029100,34
5767,Karapakkam,982,1,1,3,1,Others,NoSeWa,Paved,A,5028250,44
5768,Karapakkam,763,1,1,2,0,House,NoSeWa,Paved,RM,6321500,28
5769,Adyar,778,1,1,2,0,House,ELO,Paved,I,5856595,33
5770,Karapakkam,1502,2,2,4,1,House,NoSeWa,Paved,I,7825250,19
5771,Adyar,1110,1,1,3,1,Others,NoSeWa,No Access,RM,10708380,12
5772,Chrompet,759,1,1,2,0,Others,AllPub,No Access,RM,7372180,29
5773,Anna Nagar,1789,1,1,4,1,Commercial,NoSeWa,Gravel,RM,21512830,34
5774,Velachery,1884,3,2,5,1,Commercial,ELO,No Access,RL,15533370,21
5775,Chrompet,1181,1,1,3,1,Others,ELO,Gravel,RL,11371920,9
5776,KK Nagar,1567,2,1,4,0,Others,NoSeWa,Gravel,RM,10388980,12
5777,Karapakkam,686,1,1,2,0,House,NoSeWa,No Access,RL,4762750,37
5778,Velachery,1630,2,1,4,0,Others,AllPub,No Access,RH,8689410,23
5779,KK Nagar,1503,2,1,4,1,House,NoSeWa,Gravel,RM,10790620,11
5780,Velachery,1754,2,1,4,1,Others,AllPub,Paved,RL,11481960,18
5781,Karapakkam,1299,1,1,3,0,Commercial,ELO,Paved,C,8259750,49
5782,Chrompet,983,1,1,3,1,Others,AllPub,No Access,RL,9346410,30
5783,T Nagar,1708,1,1,4,1,Commercial,ELO,Gravel,RM,20841430,34
5784,Chrompet,1230,2,1,4,1,Commercial,NoSeWa,Gravel,RL,15118500,22
5785,Velachery,1760,2,1,4,1,Commercial,ELO,Gravel,C,15202400,5
5786,Chrompet,1180,1,1,3,1,House,NoSeWa,Paved,RH,8628250,39
5787,T Nagar,1915,2,1,5,1,Others,NoSeWa,Paved,RM,15486610,38
5788,Karapakkam,1533,2,2,4,0,Commercial,NoSeWa,No Access,RM,11377000,48
5789,Karapakkam,534,1,1,2,0,Others,AllPub,Gravel,RH,5378000,29
5790,KK Nagar,1404,2,1,4,1,House,AllPub,Gravel,RM,10334640,22
5791,Chrompet,949,1,1,3,1,House,ELO,No Access,RH,7774950,13
5792,Velachery,1876,3,2,5,0,House,NoSeWa,No Access,RL,9235150,15
5793,Chrompet,753,1,1,2,1,House,AllPub,Gravel,RM,9266600,40
5794,Chrompet,993,1,1,3,1,House,NoSeWa,No Access,RM,9404600,20
5795,Karapakkam,1257,1,1,3,0,House,AllPub,Gravel,I,6771500,8
5796,Chrompet,1280,2,1,4,1,Commercial,NoSeWa,Paved,RM,15311500,26
5797,KK Nagar,1337,2,1,4,1,House,AllPub,Gravel,RH,9389920,16
5798,KK Nagar,2325,4,2,6,0,House,AllPub,Paved,RM,11948440,22
5799,Velachery,1946,3,2,5,1,Others,NoSeWa,No Access,RM,12129270,21
5800,Anna Nagar,1719,1,1,4,1,House,NoSeWa,Paved,RH,11681650,45
5801,Velachery,1636,2,1,4,1,Commercial,NoSeWa,Gravel,RL,15224290,37
5802,Chrompet,1264,2,1,4,1,Commercial,AllPub,Paved,RL,15490850,23
5803,Karapakkam,780,1,1,2,1,Commercial,NoSeWa,Paved,I,7608500,30
5804,KK Nagar,2178,3,2,5,0,Commercial,AllPub,Paved,RM,17268380,29
